time,weather_code_wmo_code,precipitation_sum_mm,rain_sum_mm,snowfall_sum_cm,wind_direction_10m_dominant_deg,wind_gusts_10m_max_km_h,wind_speed_10m_max_km_h,apparent_temperature_min_degc,apparent_temperature_max_degc,temperature_2m_min_degc,temperature_2m_max_degc,year,month,month_name,day,day_of_week,quarter,weather_description
2016-09-16 00:00:00,1,0,0,0,240,19.8,7.1,29.9,40.9,25.2,35.4,2016,9,September,16,Friday,3,Mainly Clear
2016-09-17 00:00:00,0,0,0,0,156,16.6,8.2,30.2,41,25.2,35,2016,9,September,17,Saturday,3,Clear Sky
2016-09-18 00:00:00,1,0,0,0,103,22.3,8.6,30.3,41,25.7,35,2016,9,September,18,Sunday,3,Mainly Clear
2016-09-19 00:00:00,1,0,0,0,124,22.7,10.4,30.9,40.7,26.5,34.4,2016,9,September,19,Monday,3,Mainly Clear
2016-09-20 00:00:00,1,0,0,0,147,16.9,8.2,31,40.4,25.8,34.9,2016,9,September,20,Tuesday,3,Mainly Clear
2016-09-21 00:00:00,1,0,0,0,91,22.3,13.1,29.7,40.7,26,35.1,2016,9,September,21,Wednesday,3,Mainly Clear
2016-09-22 00:00:00,55,1.2,1.2,0,101,34.2,12.2,28.9,39.4,24.9,32.9,2016,9,September,22,Thursday,3,Dense Drizzle
2016-09-23 00:00:00,51,0.5,0.5,0,83,22.7,10.7,28.1,37,23.7,32.8,2016,9,September,23,Friday,3,Light Drizzle
2016-09-24 00:00:00,51,0.4,0.4,0,94,21.2,7.9,27.4,38.7,23.4,32.8,2016,9,September,24,Saturday,3,Light Drizzle
2016-09-25 00:00:00,1,0,0,0,69,18.4,6.9,27.6,38.2,23.5,33.3,2016,9,September,25,Sunday,3,Mainly Clear
2016-09-26 00:00:00,1,0,0,0,117,18.7,8.8,28.1,38.1,24.1,33,2016,9,September,26,Monday,3,Mainly Clear
2016-09-27 00:00:00,1,0,0,0,101,25.6,10.1,28.7,38.4,24.9,33.2,2016,9,September,27,Tuesday,3,Mainly Clear
2016-09-28 00:00:00,1,0,0,0,120,22.7,8.6,28.9,40,24.8,33.6,2016,9,September,28,Wednesday,3,Mainly Clear
2016-09-29 00:00:00,1,0,0,0,81,22,14.9,28.5,38.9,25.1,33.6,2016,9,September,29,Thursday,3,Mainly Clear
2016-09-30 00:00:00,1,0,0,0,194,22.7,9.7,29.1,38.9,24.9,34.3,2016,9,September,30,Friday,3,Mainly Clear
2016-10-01 00:00:00,0,0,0,0,190,18,7.6,30.2,40.3,25.5,35.6,2016,10,October,1,Saturday,4,Clear Sky
2016-10-02 00:00:00,51,0.3,0.3,0,173,18.4,5.9,30.1,40.4,24.9,34.5,2016,10,October,2,Sunday,4,Light Drizzle
2016-10-03 00:00:00,2,0,0,0,210,19.1,14.1,30.1,39.9,25.9,35,2016,10,October,3,Monday,4,Partly Cloudy
2016-10-04 00:00:00,51,0.2,0.2,0,203,20.5,10.6,29.6,41,25.3,35.5,2016,10,October,4,Tuesday,4,Light Drizzle
2016-10-05 00:00:00,51,0.5,0.5,0,6,25.9,7.3,28.3,39.3,23.8,34.6,2016,10,October,5,Wednesday,4,Light Drizzle
2016-10-06 00:00:00,1,0,0,0,77,17.6,6.9,27.7,38.2,23.2,33.5,2016,10,October,6,Thursday,4,Mainly Clear
2016-10-07 00:00:00,0,0,0,0,298,25.9,11,26.5,37.3,23.3,34,2016,10,October,7,Friday,4,Clear Sky
2016-10-08 00:00:00,55,1.5,1.5,0,314,28.8,11.5,24.4,37.5,21.9,33.6,2016,10,October,8,Saturday,4,Dense Drizzle
2016-10-09 00:00:00,63,5.2,5.2,0,305,23.4,7.3,22.1,37.4,19.7,33.5,2016,10,October,9,Sunday,4,Moderate Rain
2016-10-10 00:00:00,2,0,0,0,274,19.8,9.7,20.2,35.2,19.2,32.9,2016,10,October,10,Monday,4,Partly Cloudy
2016-10-11 00:00:00,0,0,0,0,252,21.6,9.3,20.1,35,19.2,33.3,2016,10,October,11,Tuesday,4,Clear Sky
2016-10-12 00:00:00,0,0,0,0,189,20.2,9.4,21.4,35.5,20.9,33.5,2016,10,October,12,Wednesday,4,Clear Sky
2016-10-13 00:00:00,0,0,0,0,263,15.5,5.8,19.4,35.2,18.4,33.5,2016,10,October,13,Thursday,4,Clear Sky
2016-10-14 00:00:00,0,0,0,0,259,20.2,9.5,18.3,33.9,17.5,33.1,2016,10,October,14,Friday,4,Clear Sky
2016-10-15 00:00:00,0,0,0,0,265,22,10.3,18.5,34.4,17.7,33.4,2016,10,October,15,Saturday,4,Clear Sky
2016-10-16 00:00:00,0,0,0,0,125,20.5,9,18.6,33.6,17.6,32.8,2016,10,October,16,Sunday,4,Clear Sky
2016-10-17 00:00:00,0,0,0,0,249,20.9,9.1,19.6,33.2,18,32.6,2016,10,October,17,Monday,4,Clear Sky
2016-10-18 00:00:00,0,0,0,0,144,17.6,8.2,19,33.6,17.3,32.3,2016,10,October,18,Tuesday,4,Clear Sky
2016-10-19 00:00:00,0,0,0,0,119,18.4,9.7,19.3,33.9,18.6,32.5,2016,10,October,19,Wednesday,4,Clear Sky
2016-10-20 00:00:00,0,0,0,0,69,17.6,9.1,19.9,34.1,18.6,32,2016,10,October,20,Thursday,4,Clear Sky
2016-10-21 00:00:00,0,0,0,0,55,14.4,8.8,19.4,34.1,18.4,31.6,2016,10,October,21,Friday,4,Clear Sky
2016-10-22 00:00:00,0,0,0,0,286,15.8,8.4,19.3,33.7,17.5,31.7,2016,10,October,22,Saturday,4,Clear Sky
2016-10-23 00:00:00,0,0,0,0,280,24.8,11.3,19.9,32.6,18.8,32.1,2016,10,October,23,Sunday,4,Clear Sky
2016-10-24 00:00:00,1,0,0,0,357,16.6,8.7,19,32.7,18.2,31.3,2016,10,October,24,Monday,4,Mainly Clear
2016-10-25 00:00:00,0,0,0,0,67,15.1,5.8,18,32.6,17.2,31.1,2016,10,October,25,Tuesday,4,Clear Sky
2016-10-26 00:00:00,1,0,0,0,305,18.4,7.5,18.1,32.4,16.9,31.2,2016,10,October,26,Wednesday,4,Mainly Clear
2016-10-27 00:00:00,0,0,0,0,288,27.4,14,17.1,31.2,16.5,31.4,2016,10,October,27,Thursday,4,Clear Sky
2016-10-28 00:00:00,0,0,0,0,257,25.2,11.7,16.8,30.6,16.9,30.5,2016,10,October,28,Friday,4,Clear Sky
2016-10-29 00:00:00,3,0,0,0,88,19.4,8.9,16.7,31.3,16.3,30.2,2016,10,October,29,Saturday,4,Overcast
2016-10-30 00:00:00,3,0,0,0,75,12.6,8.8,17.3,30.9,16.5,29.2,2016,10,October,30,Sunday,4,Overcast
2016-10-31 00:00:00,0,0,0,0,13,13.3,6.8,16.7,30.9,16,28.9,2016,10,October,31,Monday,4,Clear Sky
2016-11-01 00:00:00,0,0,0,0,238,16.6,6,17.4,31,16.4,29.2,2016,11,November,1,Tuesday,4,Clear Sky
2016-11-02 00:00:00,2,0,0,0,57,14.8,6.9,19.2,31.4,17.4,28.8,2016,11,November,2,Wednesday,4,Partly Cloudy
2016-11-03 00:00:00,2,0,0,0,343,17.6,6.6,18.4,31.2,17.1,29,2016,11,November,3,Thursday,4,Partly Cloudy
2016-11-04 00:00:00,3,0,0,0,298,28.4,13.7,17.1,29.2,16.5,27.5,2016,11,November,4,Friday,4,Overcast
2016-11-05 00:00:00,0,0,0,0,290,18.4,9.7,15.6,29.4,15.4,28.9,2016,11,November,5,Saturday,4,Clear Sky
2016-11-06 00:00:00,0,0,0,0,316,15.1,8.2,14.7,30,14.4,28.8,2016,11,November,6,Sunday,4,Clear Sky
2016-11-07 00:00:00,0,0,0,0,293,27.7,14.3,13.9,27.4,14.6,28.8,2016,11,November,7,Monday,4,Clear Sky
2016-11-08 00:00:00,0,0,0,0,281,26.3,13,12.7,27.2,13.4,29,2016,11,November,8,Tuesday,4,Clear Sky
2016-11-09 00:00:00,2,0,0,0,315,17.3,9.7,12,28.7,12.6,28.6,2016,11,November,9,Wednesday,4,Partly Cloudy
2016-11-10 00:00:00,2,0,0,0,71,14,7.8,12.9,28.4,13.1,27.6,2016,11,November,10,Thursday,4,Partly Cloudy
2016-11-11 00:00:00,1,0,0,0,99,22.7,13.3,12.6,27.5,13.1,28.1,2016,11,November,11,Friday,4,Mainly Clear
2016-11-12 00:00:00,51,0.9,0.9,0,24,41.4,21.7,12.5,21.5,13.1,23.8,2016,11,November,12,Saturday,4,Light Drizzle
2016-11-13 00:00:00,0,0,0,0,327,20.5,9.7,11.6,26,12.7,27.2,2016,11,November,13,Sunday,4,Clear Sky
2016-11-14 00:00:00,0,0,0,0,296,19.8,9.7,11.1,25.8,11.8,26.8,2016,11,November,14,Monday,4,Clear Sky
2016-11-15 00:00:00,1,0,0,0,302,23.4,10.7,10.6,24.7,11.3,26.2,2016,11,November,15,Tuesday,4,Mainly Clear
2016-11-16 00:00:00,0,0,0,0,301,22,10.2,11,25.2,11.8,26.3,2016,11,November,16,Wednesday,4,Clear Sky
2016-11-17 00:00:00,0,0,0,0,283,25.2,11.6,12,25,12.6,26.4,2016,11,November,17,Thursday,4,Clear Sky
2016-11-18 00:00:00,0,0,0,0,274,22.3,10.9,11.3,25.3,12,26.5,2016,11,November,18,Friday,4,Clear Sky
2016-11-19 00:00:00,2,0,0,0,162,17.6,7.7,10.6,26,11.4,26.4,2016,11,November,19,Saturday,4,Partly Cloudy
2016-11-20 00:00:00,3,0,0,0,97,22,9.9,11.3,25.7,12.1,26.3,2016,11,November,20,Sunday,4,Overcast
2016-11-21 00:00:00,3,0,0,0,95,23,11.1,14.3,26.7,14.5,27.1,2016,11,November,21,Monday,4,Overcast
2016-11-22 00:00:00,3,0,0,0,323,18,9.4,14.9,27,14.8,26.6,2016,11,November,22,Tuesday,4,Overcast
2016-11-23 00:00:00,3,0,0,0,306,20.5,8.1,12.4,24.9,12.9,25.5,2016,11,November,23,Wednesday,4,Overcast
2016-11-24 00:00:00,3,0,0,0,311,26.6,13,11.3,23.2,12,25.2,2016,11,November,24,Thursday,4,Overcast
2016-11-25 00:00:00,3,0,0,0,302,27.4,13.4,11.7,24.7,13.4,27,2016,11,November,25,Friday,4,Overcast
2016-11-26 00:00:00,3,0,0,0,296,25.2,12.4,12.5,25.2,13.8,27.5,2016,11,November,26,Saturday,4,Overcast
2016-11-27 00:00:00,3,0,0,0,299,26.3,12.8,10.3,23.9,12.3,26.4,2016,11,November,27,Sunday,4,Overcast
2016-11-28 00:00:00,3,0,0,0,292,24.1,11.9,8.8,23.9,11,26.4,2016,11,November,28,Monday,4,Overcast
2016-11-29 00:00:00,3,0,0,0,70,11.9,7.6,10.1,24.9,11.1,25.6,2016,11,November,29,Tuesday,4,Overcast
2016-11-30 00:00:00,0,0,0,0,71,16.9,8.8,9.2,25,10.3,25.4,2016,11,November,30,Wednesday,4,Clear Sky
2016-12-01 00:00:00,0,0,0,0,324,18.7,10.1,10.6,24.6,11.8,24.8,2016,12,December,1,Thursday,4,Clear Sky
2016-12-02 00:00:00,0,0,0,0,296,19.4,10,8.4,23.4,9.9,25,2016,12,December,2,Friday,4,Clear Sky
2016-12-03 00:00:00,3,0,0,0,298,16.9,6.2,10.2,23.5,11.1,24.8,2016,12,December,3,Saturday,4,Overcast
2016-12-04 00:00:00,3,0,0,0,293,17.6,8.6,11,24.1,11.9,24.6,2016,12,December,4,Sunday,4,Overcast
2016-12-05 00:00:00,3,0,0,0,273,23,10.6,12.5,23.9,12.6,25,2016,12,December,5,Monday,4,Overcast
2016-12-06 00:00:00,3,0,0,0,101,12.6,6.2,10.8,24.6,11.5,24.5,2016,12,December,6,Tuesday,4,Overcast
2016-12-07 00:00:00,2,0,0,0,155,18,7,10.4,24.5,11,24.4,2016,12,December,7,Wednesday,4,Partly Cloudy
2016-12-08 00:00:00,2,0,0,0,81,13.7,8,9.2,24.3,10,23.2,2016,12,December,8,Thursday,4,Partly Cloudy
2016-12-09 00:00:00,3,0,0,0,67,15.1,8.8,9.1,24.3,9.9,22.9,2016,12,December,9,Friday,4,Overcast
2016-12-10 00:00:00,0,0,0,0,121,34.6,17.7,10.7,24.7,11.7,25.7,2016,12,December,10,Saturday,4,Clear Sky
2016-12-11 00:00:00,3,0,0,0,293,22.3,10.6,13.2,24.7,13.4,24,2016,12,December,11,Sunday,4,Overcast
2016-12-12 00:00:00,51,0.4,0.4,0,193,19.4,5.8,10.4,22,10.9,21.5,2016,12,December,12,Monday,4,Light Drizzle
2016-12-13 00:00:00,3,0,0,0,309,20.9,9.7,9.8,21.2,10.3,21.4,2016,12,December,13,Tuesday,4,Overcast
2016-12-14 00:00:00,1,0,0,0,288,23.8,11.6,6.9,20.5,8.7,22.3,2016,12,December,14,Wednesday,4,Mainly Clear
2016-12-15 00:00:00,3,0,0,0,263,22.3,10.1,5.5,20.1,7.7,21.6,2016,12,December,15,Thursday,4,Overcast
2016-12-16 00:00:00,3,0,0,0,22,16.9,7,7,20.4,8.3,21.5,2016,12,December,16,Friday,4,Overcast
2016-12-17 00:00:00,3,0,0,0,306,21.6,8.7,5.3,19.4,7.1,21,2016,12,December,17,Saturday,4,Overcast
2016-12-18 00:00:00,3,0,0,0,305,22.3,10.4,6.3,20.2,8,21.8,2016,12,December,18,Sunday,4,Overcast
2016-12-19 00:00:00,3,0,0,0,298,23,10.7,5.8,20.8,7.7,22.6,2016,12,December,19,Monday,4,Overcast
2016-12-20 00:00:00,3,0,0,0,293,26.6,14,7.3,20.9,9.1,23.6,2016,12,December,20,Tuesday,4,Overcast
2016-12-21 00:00:00,2,0,0,0,282,21.2,12,4.8,21.5,7.7,23.8,2016,12,December,21,Wednesday,4,Partly Cloudy
2016-12-22 00:00:00,1,0,0,0,291,19.4,11.7,5.3,22.5,7.7,24.2,2016,12,December,22,Thursday,4,Mainly Clear
2016-12-23 00:00:00,0,0,0,0,53,13.3,8.1,6.6,22.1,8.1,22.9,2016,12,December,23,Friday,4,Clear Sky
2016-12-24 00:00:00,2,0,0,0,54,14.8,7.9,6.2,20.9,7.6,21.2,2016,12,December,24,Saturday,4,Partly Cloudy
2016-12-25 00:00:00,0,0,0,0,3,19.8,10.1,6.7,19.7,8.5,20.6,2016,12,December,25,Sunday,4,Clear Sky
2016-12-26 00:00:00,0,0,0,0,283,20.2,11.6,4.3,18.4,6.5,21.1,2016,12,December,26,Monday,4,Clear Sky
2016-12-27 00:00:00,3,0,0,0,273,13.7,7.5,5.3,20.7,7.6,21.7,2016,12,December,27,Tuesday,4,Overcast
2016-12-28 00:00:00,3,0,0,0,237,19.1,7.9,5.8,21.3,7.6,22.3,2016,12,December,28,Wednesday,4,Overcast
2016-12-29 00:00:00,2,0,0,0,97,17.3,9.4,6.4,22.1,8,21.8,2016,12,December,29,Thursday,4,Partly Cloudy
2016-12-30 00:00:00,3,0,0,0,89,22.3,12.7,8.4,21.1,9.9,21.2,2016,12,December,30,Friday,4,Overcast
2016-12-31 00:00:00,3,0,0,0,82,24.1,10.7,9.3,21.1,10.5,21.5,2016,12,December,31,Saturday,4,Overcast
2017-01-01 00:00:00,51,0.2,0.2,0,86,29.5,11.2,10.1,21.2,10.8,21.3,2017,1,January,1,Sunday,1,Light Drizzle
2017-01-02 00:00:00,3,0,0,0,341,15.8,7.6,10.5,22.1,10.9,21.7,2017,1,January,2,Monday,1,Overcast
2017-01-03 00:00:00,3,0,0,0,101,16.9,10.2,11.6,21.6,12,21.3,2017,1,January,3,Tuesday,1,Overcast
2017-01-04 00:00:00,55,4.9,4.9,0,68,27.7,16.1,10.6,19.8,11.3,20.4,2017,1,January,4,Wednesday,1,Dense Drizzle
2017-01-05 00:00:00,63,9.4,9.4,0,42,22.7,10.5,10.8,20,12.1,20.3,2017,1,January,5,Thursday,1,Moderate Rain
2017-01-06 00:00:00,65,24.3,24.3,0,115,37.4,16.2,10.3,16.3,11.7,16.9,2017,1,January,6,Friday,1,Heavy Rain
2017-01-07 00:00:00,51,0.5,0.5,0,89,18,8.4,6.2,15.9,7.9,16.2,2017,1,January,7,Saturday,1,Light Drizzle
2017-01-08 00:00:00,51,0.1,0.1,0,25,23.8,10.6,4.5,15.2,7.1,16.2,2017,1,January,8,Sunday,1,Light Drizzle
2017-01-09 00:00:00,0,0,0,0,316,27.4,12.5,1.3,12.8,5,16.4,2017,1,January,9,Monday,1,Clear Sky
2017-01-10 00:00:00,0,0,0,0,299,26.6,11.6,0.5,11.9,3.9,15.6,2017,1,January,10,Tuesday,1,Clear Sky
2017-01-11 00:00:00,0,0,0,0,298,22.7,10.9,-0.1,13,3,16.4,2017,1,January,11,Wednesday,1,Clear Sky
2017-01-12 00:00:00,0,0,0,0,335,24.1,10.5,1.5,13.7,4.2,16.8,2017,1,January,12,Thursday,1,Clear Sky
2017-01-13 00:00:00,3,0,0,0,13,20.2,9.9,2.1,14.7,4.5,17.2,2017,1,January,13,Friday,1,Overcast
2017-01-14 00:00:00,3,0,0,0,349,31.3,18,4.7,12.6,6.8,15.9,2017,1,January,14,Saturday,1,Overcast
2017-01-15 00:00:00,61,6,6,0,10,40.3,18.9,5.3,18,9.2,19.8,2017,1,January,15,Sunday,1,Slight Rain
2017-01-16 00:00:00,51,0.8,0.8,0,303,20.9,9.4,5.7,13.1,7.4,14.8,2017,1,January,16,Monday,1,Light Drizzle
2017-01-17 00:00:00,53,0.9,0.9,0,190,27.4,12.7,4.5,12.5,6.6,15.3,2017,1,January,17,Tuesday,1,Moderate Drizzle
2017-01-18 00:00:00,3,0,0,0,13,18.7,10.9,4,15.3,6,16.7,2017,1,January,18,Wednesday,1,Overcast
2017-01-19 00:00:00,0,0,0,0,319,32,15.1,3,13.7,5.8,16.8,2017,1,January,19,Thursday,1,Clear Sky
2017-01-20 00:00:00,3,0,0,0,312,24.5,11.5,3.3,16,6.1,18.6,2017,1,January,20,Friday,1,Overcast
2017-01-21 00:00:00,3,0,0,0,310,22,10.1,4.1,14.1,6.6,16.8,2017,1,January,21,Saturday,1,Overcast
2017-01-22 00:00:00,3,0,0,0,353,15.8,8.9,4.9,18.5,7.1,19.4,2017,1,January,22,Sunday,1,Overcast
2017-01-23 00:00:00,3,0,0,0,325,23.8,14.2,4.8,18.6,7,19.7,2017,1,January,23,Monday,1,Overcast
2017-01-24 00:00:00,53,2.4,2.4,0,350,31,16.1,9.2,15.8,10.5,18.1,2017,1,January,24,Tuesday,1,Moderate Drizzle
2017-01-25 00:00:00,63,10.4,10.4,0,95,29.9,15.3,10,15.5,11.6,15.9,2017,1,January,25,Wednesday,1,Moderate Rain
2017-01-26 00:00:00,61,9.8,9.8,0,276,31,8.5,9.9,16.5,10.6,15.9,2017,1,January,26,Thursday,1,Slight Rain
2017-01-27 00:00:00,51,0.1,0.1,0,262,20.5,12.1,6.4,16.5,8.3,16.9,2017,1,January,27,Friday,1,Light Drizzle
2017-01-28 00:00:00,3,0,0,0,314,26.6,13.2,8.3,18.1,9.3,19.1,2017,1,January,28,Saturday,1,Overcast
2017-01-29 00:00:00,3,0,0,0,283,25.2,11.3,8.2,17.9,9.9,19.4,2017,1,January,29,Sunday,1,Overcast
2017-01-30 00:00:00,51,1.3,1.3,0,347,19.1,8.7,7.3,17.8,8.7,18.2,2017,1,January,30,Monday,1,Light Drizzle
2017-01-31 00:00:00,1,0,0,0,314,23.8,10.2,7.3,18.7,8.9,19.7,2017,1,January,31,Tuesday,1,Mainly Clear
2017-02-01 00:00:00,3,0,0,0,309,18,8.7,7.1,19.9,8.6,20.3,2017,2,February,1,Wednesday,1,Overcast
2017-02-02 00:00:00,3,0,0,0,332,15.8,10.3,7.5,19.6,9.3,20.2,2017,2,February,2,Thursday,1,Overcast
2017-02-03 00:00:00,3,0,0,0,55,21.6,12.5,7.3,20.4,8.9,20.4,2017,2,February,3,Friday,1,Overcast
2017-02-04 00:00:00,61,7,7,0,136,62.6,34.9,9.3,19.2,11.3,21.7,2017,2,February,4,Saturday,1,Slight Rain
2017-02-05 00:00:00,51,0.7,0.7,0,126,38.5,21,9.1,19.3,10,20.8,2017,2,February,5,Sunday,1,Light Drizzle
2017-02-06 00:00:00,3,0,0,0,294,19.8,9.6,6.7,17.6,8.6,18.5,2017,2,February,6,Monday,1,Overcast
2017-02-07 00:00:00,3,0,0,0,295,25.2,10.9,6.8,17.7,8.5,19.2,2017,2,February,7,Tuesday,1,Overcast
2017-02-08 00:00:00,2,0,0,0,215,24.8,10.2,7.4,18.6,9.1,20.1,2017,2,February,8,Wednesday,1,Partly Cloudy
2017-02-09 00:00:00,51,0.1,0.1,0,307,25.9,11.4,5.7,19.1,7.9,20.2,2017,2,February,9,Thursday,1,Light Drizzle
2017-02-10 00:00:00,0,0,0,0,299,23,10.1,4.7,19.2,7.2,21,2017,2,February,10,Friday,1,Clear Sky
2017-02-11 00:00:00,0,0,0,0,315,18.4,10.5,4.2,20.2,6.5,21.2,2017,2,February,11,Saturday,1,Clear Sky
2017-02-12 00:00:00,0,0,0,0,327,18.4,12,7,21.2,8.6,21.7,2017,2,February,12,Sunday,1,Clear Sky
2017-02-13 00:00:00,2,0,0,0,310,28.8,14.5,4.9,21.6,7.3,23.2,2017,2,February,13,Monday,1,Partly Cloudy
2017-02-14 00:00:00,3,0,0,0,320,21.2,12.2,7.5,21.1,9.9,22.7,2017,2,February,14,Tuesday,1,Overcast
2017-02-15 00:00:00,3,0,0,0,325,26.6,11.5,9.2,23.8,11.3,25.3,2017,2,February,15,Wednesday,1,Overcast
2017-02-16 00:00:00,3,0,0,0,306,28.4,15.3,12.1,25.4,13.3,26.2,2017,2,February,16,Thursday,1,Overcast
2017-02-17 00:00:00,3,0,0,0,324,29.5,14.3,12.7,25.4,13.6,26.3,2017,2,February,17,Friday,1,Overcast
2017-02-18 00:00:00,3,0,0,0,332,23.4,9.7,13.2,26.9,13.9,27.3,2017,2,February,18,Saturday,1,Overcast
2017-02-19 00:00:00,61,6.2,6.2,0,82,40.3,14.8,14.8,27.4,15.5,27.3,2017,2,February,19,Sunday,1,Slight Rain
2017-02-20 00:00:00,53,1.3,1.3,0,37,33.8,17.8,12.7,22,12.8,21.7,2017,2,February,20,Monday,1,Moderate Drizzle
2017-02-21 00:00:00,0,0,0,0,36,27.4,15.8,9.6,23.1,10.8,23.3,2017,2,February,21,Tuesday,1,Clear Sky
2017-02-22 00:00:00,0,0,0,0,347,30.6,14.8,8,22.2,10.7,23.7,2017,2,February,22,Wednesday,1,Clear Sky
2017-02-23 00:00:00,3,0,0,0,329,34.9,16.8,8.4,20.8,10.7,24.2,2017,2,February,23,Thursday,1,Overcast
2017-02-24 00:00:00,3,0,0,0,315,38.5,18.9,7.8,21.1,10.5,25.1,2017,2,February,24,Friday,1,Overcast
2017-02-25 00:00:00,1,0,0,0,311,33.8,16.1,7.4,22.9,10,26,2017,2,February,25,Saturday,1,Mainly Clear
2017-02-26 00:00:00,2,0,0,0,318,34.2,16.2,8.3,23.9,10.9,26.9,2017,2,February,26,Sunday,1,Partly Cloudy
2017-02-27 00:00:00,3,0,0,0,346,33.5,21.1,9.8,25.6,11.6,27.6,2017,2,February,27,Monday,1,Overcast
2017-02-28 00:00:00,51,0.3,0.3,0,16,39.6,16.9,11,22.6,13.8,24.5,2017,2,February,28,Tuesday,1,Light Drizzle
2017-03-01 00:00:00,51,0.1,0.1,0,5,29.9,13.6,10.5,25.3,12.2,25.8,2017,3,March,1,Wednesday,1,Light Drizzle
2017-03-02 00:00:00,2,0,0,0,338,32.8,14.4,9.4,24.1,11.9,25.5,2017,3,March,2,Thursday,1,Partly Cloudy
2017-03-03 00:00:00,3,0,0,0,338,25.6,10.1,8.6,22.8,11.3,25.1,2017,3,March,3,Friday,1,Overcast
2017-03-04 00:00:00,3,0,0,0,320,29.9,14,9.6,23.4,12.4,26.1,2017,3,March,4,Saturday,1,Overcast
2017-03-05 00:00:00,1,0,0,0,324,33.5,14.8,9.1,23.2,12.1,26.8,2017,3,March,5,Sunday,1,Mainly Clear
2017-03-06 00:00:00,51,0.4,0.4,0,308,43.2,12.7,9.4,24,12.3,26.8,2017,3,March,6,Monday,1,Light Drizzle
2017-03-07 00:00:00,53,2.5,2.5,0,16,39.6,13.8,10.8,20.4,12.4,21.7,2017,3,March,7,Tuesday,1,Moderate Drizzle
2017-03-08 00:00:00,51,0.2,0.2,0,107,34.6,16.3,10.4,22.9,12.1,23.9,2017,3,March,8,Wednesday,1,Light Drizzle
2017-03-09 00:00:00,61,4.9,4.9,0,72,32.8,15.4,9.9,20.3,11.6,20.5,2017,3,March,9,Thursday,1,Slight Rain
2017-03-10 00:00:00,63,4.5,4.5,0,79,30.2,15.9,8.1,17.6,9.6,19.1,2017,3,March,10,Friday,1,Moderate Rain
2017-03-11 00:00:00,51,0.1,0.1,0,23,28.1,9.6,7.1,18.5,8.5,18.5,2017,3,March,11,Saturday,1,Light Drizzle
2017-03-12 00:00:00,3,0,0,0,354,28.4,11.9,7.4,19.3,8.9,21.3,2017,3,March,12,Sunday,1,Overcast
2017-03-13 00:00:00,2,0,0,0,321,24.8,10.5,6.7,21,8.9,22.6,2017,3,March,13,Monday,1,Partly Cloudy
2017-03-14 00:00:00,3,0,0,0,26,22.7,10.1,9.1,23.4,10.6,24.3,2017,3,March,14,Tuesday,1,Overcast
2017-03-15 00:00:00,51,1.1,1.1,0,1,27.4,15.3,9.3,21.3,11,23.7,2017,3,March,15,Wednesday,1,Light Drizzle
2017-03-16 00:00:00,51,0.6,0.6,0,320,28.4,12.7,10.7,22.7,11.4,23.5,2017,3,March,16,Thursday,1,Light Drizzle
2017-03-17 00:00:00,53,0.9,0.9,0,331,38.9,21.6,10.5,25.2,11.7,26.2,2017,3,March,17,Friday,1,Moderate Drizzle
2017-03-18 00:00:00,3,0,0,0,33,34.9,18.6,10.6,26.8,11.6,28.3,2017,3,March,18,Saturday,1,Overcast
2017-03-19 00:00:00,3,0,0,0,331,51.1,25.2,12.3,28.7,13.7,29.3,2017,3,March,19,Sunday,1,Overcast
2017-03-20 00:00:00,3,0,0,0,321,31,13.7,12,29.3,14,31,2017,3,March,20,Monday,1,Overcast
2017-03-21 00:00:00,3,0,0,0,71,21.6,12.4,15.8,32.7,16.5,32.1,2017,3,March,21,Tuesday,1,Overcast
2017-03-22 00:00:00,3,0,0,0,357,35.6,20.8,16.3,33.4,18.3,32.3,2017,3,March,22,Wednesday,1,Overcast
2017-03-23 00:00:00,51,0.1,0.1,0,340,31.3,13.9,16.9,32.6,18.5,32.5,2017,3,March,23,Thursday,1,Light Drizzle
2017-03-24 00:00:00,3,0,0,0,309,29.5,14.5,16.2,31.6,17.5,32.4,2017,3,March,24,Friday,1,Overcast
2017-03-25 00:00:00,2,0,0,0,324,31.7,14.3,15.9,31.2,16.9,32.7,2017,3,March,25,Saturday,1,Partly Cloudy
2017-03-26 00:00:00,2,0,0,0,301,39.2,19.4,16.7,32.6,19.1,34.8,2017,3,March,26,Sunday,1,Partly Cloudy
2017-03-27 00:00:00,51,0.4,0.4,0,323,31,14.4,19.6,36.9,20,36.3,2017,3,March,27,Monday,1,Light Drizzle
2017-03-28 00:00:00,51,0.2,0.2,0,358,35.6,18.6,21.6,37.2,21.7,36.6,2017,3,March,28,Tuesday,1,Light Drizzle
2017-03-29 00:00:00,3,0,0,0,325,41.8,21.5,20.7,36.4,21.2,36,2017,3,March,29,Wednesday,1,Overcast
2017-03-30 00:00:00,3,0,0,0,330,29.2,13.9,20.8,35.8,21,36.3,2017,3,March,30,Thursday,1,Overcast
2017-03-31 00:00:00,51,0.6,0.6,0,348,33.5,17.6,21.5,37.8,21.6,37.2,2017,3,March,31,Friday,1,Light Drizzle
2017-04-01 00:00:00,51,0.2,0.2,0,326,49.3,25.2,18.5,35.4,20.4,35.8,2017,4,April,1,Saturday,2,Light Drizzle
