time,weather_code_wmo_code,precipitation_sum_mm,rain_sum_mm,snowfall_sum_cm,wind_direction_10m_dominant_deg,wind_gusts_10m_max_km_h,wind_speed_10m_max_km_h,apparent_temperature_min_degc,apparent_temperature_max_degc,temperature_2m_min_degc,temperature_2m_max_degc,year,month,month_name,day,day_of_week,quarter,weather_description
2014-01-01 00:00:00,3,0,0,0,322,27.4,11.8,0.9,12.9,4.3,15.8,2014,1,January,1,Wednesday,1,Overcast
2014-01-02 00:00:00,0,0,0,0,297,21.2,10.9,-0.4,14.5,2.9,17.7,2014,1,January,2,Thursday,1,Clear Sky
2014-01-03 00:00:00,0,0,0,0,242,16.6,9.2,-1,15.6,2.2,18,2014,1,January,3,Friday,1,Clear Sky
2014-01-04 00:00:00,0,0,0,0,75,14,6.2,1.4,15.5,4.1,17.3,2014,1,January,4,Saturday,1,Clear Sky
2014-01-05 00:00:00,0,0,0,0,260,14.8,6.6,1.1,15.5,3.3,17.4,2014,1,January,5,Sunday,1,Clear Sky
2014-01-06 00:00:00,3,0,0,0,303,17.3,9.5,4.4,16.4,6.6,18.5,2014,1,January,6,Monday,1,Overcast
2014-01-07 00:00:00,3,0,0,0,330,19.8,9.7,3.7,14.5,6.4,17.6,2014,1,January,7,Tuesday,1,Overcast
2014-01-08 00:00:00,51,0.1,0.1,0,326,25.9,13.5,3,12.7,6,15.5,2014,1,January,8,Wednesday,1,Light Drizzle
2014-01-09 00:00:00,0,0,0,0,312,23,11.6,2.1,14.2,4.9,16.6,2014,1,January,9,Thursday,1,Clear Sky
2014-01-10 00:00:00,0,0,0,0,320,19.4,10.6,2.1,14.1,4.9,16.4,2014,1,January,10,Friday,1,Clear Sky
2014-01-11 00:00:00,3,0,0,0,304,24.1,11.3,1,14.9,3.9,18.1,2014,1,January,11,Saturday,1,Overcast
2014-01-12 00:00:00,3,0,0,0,320,18.4,9.3,0.4,14.9,3.3,17.7,2014,1,January,12,Sunday,1,Overcast
2014-01-13 00:00:00,53,0.6,0.6,0,354,15.8,8.9,3.7,14.3,6.2,15.9,2014,1,January,13,Monday,1,Moderate Drizzle
2014-01-14 00:00:00,2,0,0,0,270,18.7,9.4,2.4,16.6,5,18.8,2014,1,January,14,Tuesday,1,Partly Cloudy
2014-01-15 00:00:00,2,0,0,0,152,16.6,7.3,4.8,19.2,6.3,20,2014,1,January,15,Wednesday,1,Partly Cloudy
2014-01-16 00:00:00,3,0,0,0,152,15.1,8.6,4.5,18.6,6.6,18.8,2014,1,January,16,Thursday,1,Overcast
2014-01-17 00:00:00,53,1.7,1.7,0,60,20.5,8.9,6.2,14.9,7.6,15.7,2014,1,January,17,Friday,1,Moderate Drizzle
2014-01-18 00:00:00,51,0.2,0.2,0,86,18.7,8.4,4.7,15.4,6.6,16.6,2014,1,January,18,Saturday,1,Light Drizzle
2014-01-19 00:00:00,3,0,0,0,336,26.6,11.6,3.4,16.2,5.6,17.8,2014,1,January,19,Sunday,1,Overcast
2014-01-20 00:00:00,3,0,0,0,70,15.1,8.1,4.2,18.2,6.3,18.9,2014,1,January,20,Monday,1,Overcast
2014-01-21 00:00:00,51,0.8,0.8,0,80,19.1,10.9,5.6,18,7.5,18.2,2014,1,January,21,Tuesday,1,Light Drizzle
2014-01-22 00:00:00,55,2.8,2.8,0,122,23.4,9.7,9.3,16.4,10,16.4,2014,1,January,22,Wednesday,1,Dense Drizzle
2014-01-23 00:00:00,51,0.4,0.4,0,351,20.2,7.6,6.4,16.7,8.1,17.7,2014,1,January,23,Thursday,1,Light Drizzle
2014-01-24 00:00:00,3,0,0,0,267,20.9,10.2,5.3,18,7,19.2,2014,1,January,24,Friday,1,Overcast
2014-01-25 00:00:00,3,0,0,0,288,20.5,10.8,6.4,18.8,8.1,20.2,2014,1,January,25,Saturday,1,Overcast
2014-01-26 00:00:00,3,0,0,0,284,24.1,11.9,5.9,19.1,8.2,21.3,2014,1,January,26,Sunday,1,Overcast
2014-01-27 00:00:00,3,0,0,0,301,23.8,11.1,4.9,20,7.1,21.8,2014,1,January,27,Monday,1,Overcast
2014-01-28 00:00:00,3,0,0,0,282,21.6,11.5,5.8,20.1,8.2,22,2014,1,January,28,Tuesday,1,Overcast
2014-01-29 00:00:00,3,0,0,0,108,13.3,8.3,5.1,21.7,7,21.6,2014,1,January,29,Wednesday,1,Overcast
2014-01-30 00:00:00,3,0,0,0,49,16.2,6.8,5.6,20.4,7.3,20.2,2014,1,January,30,Thursday,1,Overcast
2014-01-31 00:00:00,3,0,0,0,185,15.8,7.4,5.8,21.3,7.2,20.9,2014,1,January,31,Friday,1,Overcast
2014-02-01 00:00:00,3,0,0,0,139,16.6,6.9,8.7,19.5,9.4,19.5,2014,2,February,1,Saturday,1,Overcast
2014-02-02 00:00:00,51,0.3,0.3,0,93,23.4,12.6,8.8,18.9,9.6,18.8,2014,2,February,2,Sunday,1,Light Drizzle
2014-02-03 00:00:00,61,5.6,5.6,0,41,31.7,10.3,7.9,18.3,9.2,18.3,2014,2,February,3,Monday,1,Slight Rain
2014-02-04 00:00:00,51,1.4,1.4,0,321,22,10.2,6.8,16.9,8.7,18.2,2014,2,February,4,Tuesday,1,Light Drizzle
2014-02-05 00:00:00,53,2.3,2.3,0,26,23.4,7.8,7.7,19.2,9,18.5,2014,2,February,5,Wednesday,1,Moderate Drizzle
2014-02-06 00:00:00,61,14.8,14.8,0,118,38.9,22.9,7.7,14.6,8.8,16.3,2014,2,February,6,Thursday,1,Slight Rain
2014-02-07 00:00:00,51,0.1,0.1,0,299,28.1,13.3,4.7,15.8,6.7,17.6,2014,2,February,7,Friday,1,Light Drizzle
2014-02-08 00:00:00,2,0,0,0,287,21.6,10.1,3.2,14.9,6.3,16.9,2014,2,February,8,Saturday,1,Partly Cloudy
2014-02-09 00:00:00,3,0,0,0,271,27,12.9,2.4,16,5.1,18.5,2014,2,February,9,Sunday,1,Overcast
2014-02-10 00:00:00,3,0,0,0,194,17.3,7.8,2.7,15.1,4.9,17,2014,2,February,10,Monday,1,Overcast
2014-02-11 00:00:00,0,0,0,0,353,16.2,8.7,1.7,17.1,3.7,18,2014,2,February,11,Tuesday,1,Clear Sky
2014-02-12 00:00:00,0,0,0,0,311,28.4,13.4,2.3,16.3,5.2,18.9,2014,2,February,12,Wednesday,1,Clear Sky
2014-02-13 00:00:00,0,0,0,0,106,17.6,9.7,1.1,18,4,19.1,2014,2,February,13,Thursday,1,Clear Sky
2014-02-14 00:00:00,51,0.2,0.2,0,95,25.6,11.2,5,16,6.6,16.9,2014,2,February,14,Friday,1,Light Drizzle
2014-02-15 00:00:00,51,1.5,1.5,0,77,22.3,12.3,4.5,16.3,6.3,15.7,2014,2,February,15,Saturday,1,Light Drizzle
2014-02-16 00:00:00,3,0,0,0,319,31.7,12.2,3.2,15.4,5,17.2,2014,2,February,16,Sunday,1,Overcast
2014-02-17 00:00:00,0,0,0,0,292,30.2,14.8,3.8,17.6,6.2,20,2014,2,February,17,Monday,1,Clear Sky
2014-02-18 00:00:00,3,0,0,0,256,21.2,9.2,4.2,20.7,6.5,21.2,2014,2,February,18,Tuesday,1,Overcast
2014-02-19 00:00:00,1,0,0,0,92,23.4,10.5,5.3,19.8,7.4,20.7,2014,2,February,19,Wednesday,1,Mainly Clear
2014-02-20 00:00:00,1,0,0,0,22,18.7,7.9,6.5,21.9,8.2,21.6,2014,2,February,20,Thursday,1,Mainly Clear
2014-02-21 00:00:00,53,2.2,2.2,0,304,23.8,8.4,4.9,20.2,6.8,20.2,2014,2,February,21,Friday,1,Moderate Drizzle
2014-02-22 00:00:00,51,0.2,0.2,0,15,21.6,9.9,7.7,18.9,8.9,19,2014,2,February,22,Saturday,1,Light Drizzle
2014-02-23 00:00:00,3,0,0,0,304,19.4,10,7.6,20.7,8.9,20.9,2014,2,February,23,Sunday,1,Overcast
2014-02-24 00:00:00,3,0,0,0,263,17.6,8.8,6,21.6,8,21.9,2014,2,February,24,Monday,1,Overcast
2014-02-25 00:00:00,0,0,0,0,157,14.8,9.2,5.2,22.8,7.4,22.4,2014,2,February,25,Tuesday,1,Clear Sky
2014-02-26 00:00:00,1,0,0,0,56,17.6,7.7,5.8,21.6,7.6,21.3,2014,2,February,26,Wednesday,1,Mainly Clear
2014-02-27 00:00:00,2,0,0,0,355,16.9,7.9,6.9,21.9,8.4,20.8,2014,2,February,27,Thursday,1,Partly Cloudy
2014-02-28 00:00:00,61,5.3,5.3,0,38,20.5,7.9,7.1,20.4,8.6,19.7,2014,2,February,28,Friday,1,Slight Rain
2014-03-01 00:00:00,51,0.7,0.7,0,59,18.4,9,7.1,19.6,8.2,18.4,2014,3,March,1,Saturday,1,Light Drizzle
2014-03-02 00:00:00,3,0,0,0,49,21.6,8.4,7.3,19.9,8.3,19.5,2014,3,March,2,Sunday,1,Overcast
2014-03-03 00:00:00,53,3.2,3.2,0,27,36.7,16.8,7.1,19,8.5,18.9,2014,3,March,3,Monday,1,Moderate Drizzle
2014-03-04 00:00:00,3,0,0,0,342,22.7,8.2,8,22.1,9.4,21.4,2014,3,March,4,Tuesday,1,Overcast
2014-03-05 00:00:00,51,0.3,0.3,0,353,20.5,9,8.4,21.1,9.6,21,2014,3,March,5,Wednesday,1,Light Drizzle
2014-03-06 00:00:00,2,0,0,0,329,22,9.4,7.5,21.9,9.2,22.3,2014,3,March,6,Thursday,1,Partly Cloudy
2014-03-07 00:00:00,3,0,0,0,323,24.5,10.5,6.7,22.5,8.6,23.4,2014,3,March,7,Friday,1,Overcast
2014-03-08 00:00:00,3,0,0,0,299,24.1,9.8,8.6,23.7,10.1,24.1,2014,3,March,8,Saturday,1,Overcast
2014-03-09 00:00:00,61,5.6,5.6,0,130,41.8,13.1,12.3,22.6,13.3,22,2014,3,March,9,Sunday,1,Slight Rain
2014-03-10 00:00:00,63,19.1,19.1,0,106,53.6,25.6,11.9,21.8,13.3,23.8,2014,3,March,10,Monday,1,Moderate Rain
2014-03-11 00:00:00,63,9.2,9.2,0,124,63,24.8,11.6,19.3,11.8,20.6,2014,3,March,11,Tuesday,1,Moderate Rain
2014-03-12 00:00:00,3,0,0,0,336,24.5,9.5,9.9,19.9,11.5,19.7,2014,3,March,12,Wednesday,1,Overcast
2014-03-13 00:00:00,2,0,0,0,303,24.5,10.4,9.1,23.6,10.5,23.4,2014,3,March,13,Thursday,1,Partly Cloudy
2014-03-14 00:00:00,3,0,0,0,331,18.4,10.7,7.8,25.8,9.8,24.9,2014,3,March,14,Friday,1,Overcast
2014-03-15 00:00:00,3,0,0,0,332,22,9.2,12.7,25.2,13.2,24.8,2014,3,March,15,Saturday,1,Overcast
2014-03-16 00:00:00,3,0,0,0,346,24.1,11,12.4,28.1,13,27.2,2014,3,March,16,Sunday,1,Overcast
2014-03-17 00:00:00,61,5.6,5.6,0,99,37.1,17.1,14.9,29.4,15.3,28.6,2014,3,March,17,Monday,1,Slight Rain
2014-03-18 00:00:00,55,2,2,0,35,27.4,13.4,12.5,26.4,13.4,23.9,2014,3,March,18,Tuesday,1,Dense Drizzle
2014-03-19 00:00:00,2,0,0,0,311,29.5,13.8,11.1,24.5,12.1,24.6,2014,3,March,19,Wednesday,1,Partly Cloudy
2014-03-20 00:00:00,3,0,0,0,47,18.7,9.7,10.4,27.6,11.7,26.2,2014,3,March,20,Thursday,1,Overcast
2014-03-21 00:00:00,53,0.6,0.6,0,13,33.1,14.9,13.6,25.7,14.8,25.7,2014,3,March,21,Friday,1,Moderate Drizzle
2014-03-22 00:00:00,3,0,0,0,352,21.2,10.3,13.1,28.6,14.4,27.2,2014,3,March,22,Saturday,1,Overcast
2014-03-23 00:00:00,61,8.4,8.4,0,66,32,14.5,14.3,23.5,14.2,23.2,2014,3,March,23,Sunday,1,Slight Rain
2014-03-24 00:00:00,63,24.3,24.3,0,103,36,18.1,14.7,20.7,14.8,20.7,2014,3,March,24,Monday,1,Moderate Rain
2014-03-25 00:00:00,61,2.5,2.5,0,27,24.1,11.5,14.3,27.1,14.1,24.3,2014,3,March,25,Tuesday,1,Slight Rain
2014-03-26 00:00:00,3,0,0,0,331,23,10.8,13.7,28.1,13.8,25.7,2014,3,March,26,Wednesday,1,Overcast
2014-03-27 00:00:00,51,0.2,0.2,0,303,17.3,7.9,14.4,27.5,14,25.8,2014,3,March,27,Thursday,1,Light Drizzle
2014-03-28 00:00:00,51,0.5,0.5,0,48,33.5,11.2,15.5,26.4,15.8,24.7,2014,3,March,28,Friday,1,Light Drizzle
2014-03-29 00:00:00,1,0,0,0,328,27.7,13,14.2,27.4,14.5,25.8,2014,3,March,29,Saturday,1,Mainly Clear
2014-03-30 00:00:00,0,0,0,0,304,31,15,13.4,27,14,26.9,2014,3,March,30,Sunday,1,Clear Sky
2014-03-31 00:00:00,0,0,0,0,309,27.7,12.6,12.3,28.4,13.4,28.3,2014,3,March,31,Monday,1,Clear Sky
2014-04-01 00:00:00,3,0,0,0,353,22.3,8.9,12.4,30.1,13.4,29.4,2014,4,April,1,Tuesday,2,Overcast
2014-04-02 00:00:00,51,0.8,0.8,0,35,36.4,18,13.6,24.8,13.7,24.1,2014,4,April,2,Wednesday,2,Light Drizzle
2014-04-03 00:00:00,3,0,0,0,331,29.2,13,12.9,27.4,13.2,26.3,2014,4,April,3,Thursday,2,Overcast
2014-04-04 00:00:00,3,0,0,0,336,27.7,16.3,17.1,29.2,16.8,27.4,2014,4,April,4,Friday,2,Overcast
2014-04-05 00:00:00,51,0.3,0.3,0,5,34.9,16.3,17.2,28.4,16.5,27.4,2014,4,April,5,Saturday,2,Light Drizzle
2014-04-06 00:00:00,53,3.1,3.1,0,355,47.9,24.6,14.6,28,16,28.2,2014,4,April,6,Sunday,2,Moderate Drizzle
2014-04-07 00:00:00,61,2.6,2.6,0,6,27,12.2,14.9,28.5,14.7,25.7,2014,4,April,7,Monday,2,Slight Rain
2014-04-08 00:00:00,0,0,0,0,321,26.6,11.2,14.2,29.4,14.5,28.4,2014,4,April,8,Tuesday,2,Clear Sky
2014-04-09 00:00:00,3,0,0,0,335,30.6,13.3,13.5,29.3,14.7,29.6,2014,4,April,9,Wednesday,2,Overcast
2014-04-10 00:00:00,1,0,0,0,344,26.6,11.8,14,30,14.9,30.3,2014,4,April,10,Thursday,2,Mainly Clear
2014-04-11 00:00:00,3,0,0,0,349,28.4,14.6,14,31.8,14.6,32,2014,4,April,11,Friday,2,Overcast
2014-04-12 00:00:00,3,0,0,0,58,33.5,15.7,14.9,33.4,15.1,32,2014,4,April,12,Saturday,2,Overcast
2014-04-13 00:00:00,51,0.7,0.7,0,56,52.6,22.2,17,28.6,17.7,29.1,2014,4,April,13,Sunday,2,Light Drizzle
2014-04-14 00:00:00,3,0,0,0,11,22.7,12.6,16.6,31.5,17.2,30.7,2014,4,April,14,Monday,2,Overcast
2014-04-15 00:00:00,3,0,0,0,342,25.2,11,15.8,30,16.3,31,2014,4,April,15,Tuesday,2,Overcast
2014-04-16 00:00:00,61,3.6,3.6,0,19,38.9,18.7,19.2,32.5,18.6,31.1,2014,4,April,16,Wednesday,2,Slight Rain
2014-04-17 00:00:00,51,0.1,0.1,0,53,25.9,14.3,18.1,31.2,17.5,29,2014,4,April,17,Thursday,2,Light Drizzle
2014-04-18 00:00:00,63,11.1,11.1,0,61,34.9,18.4,17.3,27.2,16.7,26,2014,4,April,18,Friday,2,Moderate Rain
2014-04-19 00:00:00,51,0.2,0.2,0,29,21.6,13.7,15.5,27.5,15.3,25,2014,4,April,19,Saturday,2,Light Drizzle
2014-04-20 00:00:00,3,0,0,0,358,25.6,9.9,14.5,30.4,14.8,29.7,2014,4,April,20,Sunday,2,Overcast
2014-04-21 00:00:00,3,0,0,0,316,25.6,11.3,15.6,29.4,16.9,30.1,2014,4,April,21,Monday,2,Overcast
2014-04-22 00:00:00,3,0,0,0,290,23,8.2,19.1,33,18.4,31.3,2014,4,April,22,Tuesday,2,Overcast
2014-04-23 00:00:00,3,0,0,0,332,24.8,9.1,18.7,34.4,18,32.8,2014,4,April,23,Wednesday,2,Overcast
2014-04-24 00:00:00,3,0,0,0,11,24.5,13.2,18.3,35.6,17.6,34.6,2014,4,April,24,Thursday,2,Overcast
2014-04-25 00:00:00,2,0,0,0,349,31,12.8,21.1,36.1,20.6,34.6,2014,4,April,25,Friday,2,Partly Cloudy
2014-04-26 00:00:00,53,0.7,0.7,0,336,44.6,16.3,18.8,35.7,18.8,35.1,2014,4,April,26,Saturday,2,Moderate Drizzle
2014-04-27 00:00:00,0,0,0,0,355,31.7,13.7,18,35.5,18.1,35.9,2014,4,April,27,Sunday,2,Clear Sky
2014-04-28 00:00:00,0,0,0,0,340,34.9,16.1,19.7,37.2,19.9,38.3,2014,4,April,28,Monday,2,Clear Sky
2014-04-29 00:00:00,1,0,0,0,31,26.6,10,22,39.4,22.1,39.2,2014,4,April,29,Tuesday,2,Mainly Clear
2014-04-30 00:00:00,51,0.5,0.5,0,22,40.3,14,23.3,41.8,23.1,40.6,2014,4,April,30,Wednesday,2,Light Drizzle
2014-05-01 00:00:00,55,1.2,1.2,0,7,29.2,14.8,22.7,41.7,22.4,41.5,2014,5,May,1,Thursday,2,Dense Drizzle
2014-05-02 00:00:00,53,0.9,0.9,0,154,29.5,14.3,24,42.3,24.2,41.3,2014,5,May,2,Friday,2,Moderate Drizzle
2014-05-03 00:00:00,53,0.7,0.7,0,88,26.6,11.3,23.7,39.4,23.2,39.3,2014,5,May,3,Saturday,2,Moderate Drizzle
2014-05-04 00:00:00,61,2.5,2.5,0,33,30.2,14.6,24,39,22.6,38.1,2014,5,May,4,Sunday,2,Slight Rain
2014-05-05 00:00:00,61,1.6,1.6,0,4,32,19.5,24.3,38.7,22.8,35.7,2014,5,May,5,Monday,2,Slight Rain
2014-05-06 00:00:00,55,1,1,0,94,26.3,12.7,24.8,38.8,22.9,34.7,2014,5,May,6,Tuesday,2,Dense Drizzle
2014-05-07 00:00:00,2,0,0,0,13,23.4,13.3,25,39.4,23.3,36,2014,5,May,7,Wednesday,2,Partly Cloudy
2014-05-08 00:00:00,51,0.3,0.3,0,339,40,18.3,24.5,39.4,23.2,37.8,2014,5,May,8,Thursday,2,Light Drizzle
2014-05-09 00:00:00,55,1,1,0,321,29.5,13.4,22.3,36.8,22,36.3,2014,5,May,9,Friday,2,Dense Drizzle
2014-05-10 00:00:00,55,1.1,1.1,0,237,33.1,21.2,21.7,36.1,21.4,35.8,2014,5,May,10,Saturday,2,Dense Drizzle
2014-05-11 00:00:00,51,0.2,0.2,0,51,25.6,11.5,23.9,33.8,22.1,32.3,2014,5,May,11,Sunday,2,Light Drizzle
2014-05-12 00:00:00,63,19.5,19.5,0,105,34.6,18.8,22.2,34.7,20.3,32.7,2014,5,May,12,Monday,2,Moderate Rain
2014-05-13 00:00:00,51,1.2,1.2,0,77,36,16.6,20,30,18.4,28.9,2014,5,May,13,Tuesday,2,Light Drizzle
2014-05-14 00:00:00,51,0.5,0.5,0,335,25.9,10.5,19.8,33.1,18.3,30.6,2014,5,May,14,Wednesday,2,Light Drizzle
2014-05-15 00:00:00,3,0,0,0,341,31.3,10.5,20,34,19.8,33.3,2014,5,May,15,Thursday,2,Overcast
2014-05-16 00:00:00,3,0,0,0,294,24.5,17.5,21.2,36.5,20.4,34.7,2014,5,May,16,Friday,2,Overcast
2014-05-17 00:00:00,51,0.3,0.3,0,317,28.8,13.8,23.3,37.9,23,34.3,2014,5,May,17,Saturday,2,Light Drizzle
2014-05-18 00:00:00,51,0.4,0.4,0,275,26.6,8.3,24,37.1,22,34.3,2014,5,May,18,Sunday,2,Light Drizzle
2014-05-19 00:00:00,2,0,0,0,305,26.6,9.4,23.9,36.6,21.6,34.8,2014,5,May,19,Monday,2,Partly Cloudy
2014-05-20 00:00:00,63,8.1,8.1,0,319,36,16,23.9,36.6,21.5,34.7,2014,5,May,20,Tuesday,2,Moderate Rain
2014-05-21 00:00:00,2,0,0,0,345,31.3,12.5,21.7,37.1,21.1,35.9,2014,5,May,21,Wednesday,2,Partly Cloudy
2014-05-22 00:00:00,53,0.7,0.7,0,62,27.7,15.2,22,39.9,21.2,38,2014,5,May,22,Thursday,2,Moderate Drizzle
2014-05-23 00:00:00,55,1,1,0,46,50,26,23,36,21.4,36.4,2014,5,May,23,Friday,2,Dense Drizzle
2014-05-24 00:00:00,3,0,0,0,46,32.8,18.7,21.9,39.9,21.2,37.4,2014,5,May,24,Saturday,2,Overcast
2014-05-25 00:00:00,3,0,0,0,36,30.2,10.7,21.4,39.3,21,38.3,2014,5,May,25,Sunday,2,Overcast
2014-05-26 00:00:00,3,0,0,0,74,25.2,13.1,21,39.5,21.6,37.7,2014,5,May,26,Monday,2,Overcast
2014-05-27 00:00:00,51,0.2,0.2,0,7,39.6,18.1,22.3,39.8,22.4,38.5,2014,5,May,27,Tuesday,2,Light Drizzle
2014-05-28 00:00:00,3,0,0,0,28,24.8,9.4,23.6,42.5,23.4,40.4,2014,5,May,28,Wednesday,2,Overcast
2014-05-29 00:00:00,3,0,0,0,67,23,8.7,24.9,43.8,25.1,42.4,2014,5,May,29,Thursday,2,Overcast
2014-05-30 00:00:00,3,0,0,0,12,38.2,22.4,25.8,41.1,25.9,41.2,2014,5,May,30,Friday,2,Overcast
2014-05-31 00:00:00,53,1.3,1.3,0,14,33.8,19.5,26.2,43.3,26.4,41.6,2014,5,May,31,Saturday,2,Moderate Drizzle
2014-06-01 00:00:00,51,0.4,0.4,0,72,33.1,20.8,25.8,39.2,23.9,38,2014,6,June,1,Sunday,2,Light Drizzle
2014-06-02 00:00:00,3,0,0,0,330,31.7,15.5,25,41.4,23.7,40.2,2014,6,June,2,Monday,2,Overcast
2014-06-03 00:00:00,2,0,0,0,333,29.5,11.9,25,41.8,25.5,41.2,2014,6,June,3,Tuesday,2,Partly Cloudy
2014-06-04 00:00:00,51,0.4,0.4,0,353,18,9.6,25,44.7,25,42.6,2014,6,June,4,Wednesday,2,Light Drizzle
2014-06-05 00:00:00,2,0,0,0,323,23,9.7,25.8,44.7,26.6,43.7,2014,6,June,5,Thursday,2,Partly Cloudy
2014-06-06 00:00:00,3,0,0,0,319,25.9,11.5,26.4,44.5,27.6,44.4,2014,6,June,6,Friday,2,Overcast
2014-06-07 00:00:00,3,0,0,0,310,31.3,16.9,25.8,44.3,27.3,45.1,2014,6,June,7,Saturday,2,Overcast
2014-06-08 00:00:00,1,0,0,0,28,22,12.2,25,44.4,26.8,44.1,2014,6,June,8,Sunday,2,Mainly Clear
2014-06-09 00:00:00,1,0,0,0,336,31.7,14,26.1,44,27.1,45,2014,6,June,9,Monday,2,Mainly Clear
2014-06-10 00:00:00,3,0,0,0,233,20.2,13.8,25.1,45.8,26.1,44.7,2014,6,June,10,Tuesday,2,Overcast
2014-06-11 00:00:00,61,1.4,1.4,0,218,41.8,18.5,26.2,44,26.2,44,2014,6,June,11,Wednesday,2,Slight Rain
2014-06-12 00:00:00,51,0.2,0.2,0,239,55.1,20.4,26.3,44,25.9,42.3,2014,6,June,12,Thursday,2,Light Drizzle
2014-06-13 00:00:00,1,0,0,0,244,40.3,19.1,29.2,41.5,28.2,41,2014,6,June,13,Friday,2,Mainly Clear
2014-06-14 00:00:00,0,0,0,0,229,28.4,13,31.9,44.3,29.4,41.9,2014,6,June,14,Saturday,2,Clear Sky
2014-06-15 00:00:00,1,0,0,0,216,22.3,11.2,34.7,46.1,30.9,41.5,2014,6,June,15,Sunday,2,Mainly Clear
2014-06-16 00:00:00,1,0,0,0,208,27.4,12.1,35.6,47.3,31.7,42.7,2014,6,June,16,Monday,2,Mainly Clear
2014-06-17 00:00:00,51,0.1,0.1,0,226,30.6,13.4,35.5,46,31.4,43,2014,6,June,17,Tuesday,2,Light Drizzle
2014-06-18 00:00:00,53,1.2,1.2,0,139,27,11.5,34.9,45,30.9,40.1,2014,6,June,18,Wednesday,2,Moderate Drizzle
2014-06-19 00:00:00,51,1,1,0,3,35.3,11.2,33.2,46.8,28.6,40.8,2014,6,June,19,Thursday,2,Light Drizzle
2014-06-20 00:00:00,53,1.5,1.5,0,272,27.7,10.5,33.9,46.7,30.1,42.4,2014,6,June,20,Friday,2,Moderate Drizzle
2014-06-21 00:00:00,53,1.7,1.7,0,152,29.2,13.2,30.9,44.3,27.7,39.6,2014,6,June,21,Saturday,2,Moderate Drizzle
2014-06-22 00:00:00,53,1,1,0,152,30.2,11.8,30.3,42.9,27.1,37.8,2014,6,June,22,Sunday,2,Moderate Drizzle
2014-06-23 00:00:00,55,2.1,2.1,0,186,32.4,15.9,31,42.7,27.4,38.2,2014,6,June,23,Monday,2,Dense Drizzle
2014-06-24 00:00:00,53,0.8,0.8,0,138,21.2,10.8,31.1,43.2,27,38.6,2014,6,June,24,Tuesday,2,Moderate Drizzle
2014-06-25 00:00:00,51,0.2,0.2,0,94,27,14.3,31.2,41.1,27.8,37,2014,6,June,25,Wednesday,2,Light Drizzle
2014-06-26 00:00:00,2,0,0,0,128,22.7,10.4,32.6,43.1,27.9,37.3,2014,6,June,26,Thursday,2,Partly Cloudy
2014-06-27 00:00:00,51,0.1,0.1,0,166,28.8,12.9,32.8,45.3,28.2,39.4,2014,6,June,27,Friday,2,Light Drizzle
2014-06-28 00:00:00,61,4,4,0,137,30.2,12.2,31.2,45.7,26.7,40.4,2014,6,June,28,Saturday,2,Slight Rain
2014-06-29 00:00:00,61,6.1,6.1,0,98,30.6,14.5,30.4,41.5,26.1,35.5,2014,6,June,29,Sunday,2,Slight Rain
2014-06-30 00:00:00,63,13.7,13.7,0,111,37.8,20,29.6,42.4,25.6,36.4,2014,6,June,30,Monday,2,Moderate Rain
2014-07-01 00:00:00,61,13.2,13.2,0,106,36.7,18.7,28.7,38.5,25.2,32.2,2014,7,July,1,Tuesday,3,Slight Rain
2014-07-02 00:00:00,63,13.5,13.5,0,110,27.4,12.3,30.4,38.5,25.2,32.4,2014,7,July,2,Wednesday,3,Moderate Rain
2014-07-03 00:00:00,55,3.2,3.2,0,131,20.5,7.4,31.1,39.2,25.7,31.9,2014,7,July,3,Thursday,3,Dense Drizzle
2014-07-04 00:00:00,1,0,0,0,209,18.7,7.9,32.2,41.8,25.9,34.7,2014,7,July,4,Friday,3,Mainly Clear
2014-07-05 00:00:00,53,0.5,0.5,0,268,21.6,10.7,33.6,43.1,27.2,36.2,2014,7,July,5,Saturday,3,Moderate Drizzle
2014-07-06 00:00:00,51,0.3,0.3,0,261,24.8,12.5,33.8,42.1,28.3,36,2014,7,July,6,Sunday,3,Light Drizzle
2014-07-07 00:00:00,51,0.2,0.2,0,269,24.1,8.8,32.7,42.3,27.9,37.9,2014,7,July,7,Monday,3,Light Drizzle
2014-07-08 00:00:00,1,0,0,0,239,20.5,7.3,32.9,44.6,27.6,38.7,2014,7,July,8,Tuesday,3,Mainly Clear
2014-07-09 00:00:00,51,0.2,0.2,0,170,24.1,10.2,34.7,45,29.3,39.4,2014,7,July,9,Wednesday,3,Light Drizzle
2014-07-10 00:00:00,0,0,0,0,223,19.1,7.7,34.9,45.4,29.1,39.2,2014,7,July,10,Thursday,3,Clear Sky
2014-07-11 00:00:00,0,0,0,0,226,25.6,10.1,34.4,44.6,29.5,40.3,2014,7,July,11,Friday,3,Clear Sky
2014-07-12 00:00:00,0,0,0,0,148,20.2,10.3,34,45.6,29.8,40.2,2014,7,July,12,Saturday,3,Clear Sky
2014-07-13 00:00:00,1,0,0,0,126,23,14.2,35.2,46.4,30.3,40,2014,7,July,13,Sunday,3,Mainly Clear
2014-07-14 00:00:00,2,0,0,0,121,31.7,17.2,34.7,45.3,30.5,38.1,2014,7,July,14,Monday,3,Partly Cloudy
2014-07-15 00:00:00,61,2.8,2.8,0,101,36,16.3,33.3,44.2,28.7,37.8,2014,7,July,15,Tuesday,3,Slight Rain
